audio_link,label,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Spectral_Centroid,Zero_Crossing_Rate,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12
dataset/raw_data/donateacry_corpus/belly_pain/999bf14b-e417-4b44-b746-9253f81efe38-1430974001343-1.7-m-26-bp.wav,belly_pain,-303.5219960895166,28.62519099711821,-41.92399364224751,11.03619432936973,-54.66636238074751,25.68219335323326,-11.044601180192583,-6.616595766968011,-5.255690976931885,-9.441169310665133,-14.112905121950675,-2.981176725611642,1.6350099358309538,1448.5291390589903,0.2983127170138889,0.5201058023459703,0.4437176705876725,0.3640853451380889,0.3202443296264324,0.31681337272679405,0.3735055679605928,0.42598472960291317,0.3208921843316122,0.26851691598767174,0.29911260173912446,0.3368485987090118,0.4144759851962449
dataset/raw_data/donateacry_corpus/belly_pain/C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav,belly_pain,-239.9735307704396,19.460602699146513,-25.53391261386938,-16.448625427756348,-19.378606803702194,-11.193516213217736,-21.96848450119631,-10.154883765767,-16.293877985404137,-4.471654389122633,-2.4285238088933134,6.298197257744461,-7.384390916761773,1548.2515784422947,0.3201393821022727,0.3233072482681231,0.301948288381486,0.2684038301170528,0.2507458453260246,0.29555898966154504,0.3194586061750244,0.3412873118093232,0.4021792631721677,0.47318001364453555,0.5291190515116896,0.5715916840649902,0.3483506211058135
dataset/raw_data/donateacry_corpus/belly_pain/d6cda191-4962-4308-9a36-46d5648a95ed-1431159262344-1.7-m-04-bp.wav,belly_pain,-251.53401291968348,-11.82138759450375,-54.32311609521557,-6.636455370937137,-14.840371974328484,9.444464028974108,-25.30353319814982,3.604219280065306,-15.694831612653696,-6.615175350817991,-3.269646166912916,7.347610212565112,4.958765135155963,1680.9725111722728,0.38395334404205606,0.258816493779995,0.26741203520452883,0.34093019038484174,0.4486944305953266,0.3516714349259352,0.3345657157074522,0.2940689019646696,0.2960987907853346,0.32879946508032803,0.324264260537295,0.29703769229085863,0.23855290675045657
dataset/raw_data/donateacry_corpus/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138524-1.0-m-72-bp.wav,belly_pain,-171.5091103742945,41.75073736830173,-15.136597489472173,-21.78959075631572,-37.22490137451034,-26.08399332971754,-20.842268606389347,-14.546900715488983,-14.981940547689884,-10.887065676312199,-10.15853065277973,-4.346590085288977,-6.528755549687516,1243.4623196550465,0.20705344460227273,0.2724612685351593,0.3307415522651766,0.28005571681541963,0.255719639225767,0.2750856978564327,0.29313384691432637,0.30680333510705465,0.3655256807804999,0.5434160011668141,0.6467548950335251,0.5463431392372577,0.40202779699654756
dataset/raw_data/donateacry_corpus/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138647-1.0-m-72-bp.wav,belly_pain,-283.2803848723365,18.541218479506423,0.688213942083946,-34.20520115019819,-21.659470554802986,-24.454399565573144,-19.108223018401713,-14.698355516836866,-15.29309379664015,-8.801237675035527,-2.722260795713594,9.4296834419492,11.124145708754478,1453.9699446393383,0.186767578125,0.17647848384445994,0.16453699510730396,0.19277730130019813,0.25116579966545444,0.23918777532195729,0.22474387733035173,0.27418483814884265,0.40051178441903945,0.36685078996463016,0.426788335753387,0.2699245104992036,0.16830744230089978
dataset/raw_data/donateacry_corpus/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav,belly_pain,-383.83681840505346,38.42685389012067,-19.57341716877089,-8.295807084183092,-19.087878872966733,-19.3396361431006,-16.694018233382348,-14.295869470644034,-14.658417292752807,-14.466267776333193,-15.466559887424564,-7.020198033090047,-10.439179589924846,1277.555414402364,0.2068270596590909,0.31014117800028046,0.30103746921967295,0.31576112057597466,0.3649698282027844,0.43230871127441095,0.5278017091345799,0.5378574527081788,0.4872539175298122,0.3913253697983108,0.3456796542188261,0.3254299648841451,0.2959988898767481
dataset/raw_data/donateacry_corpus/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138506-1.0-m-72-bp.wav,belly_pain,-304.1750408292756,41.77836140748452,-26.645772665289144,-17.83406571840495,-29.084252711177147,-16.714414550526893,-19.66849815516634,-15.114858568397073,-17.234326394640664,-9.661560363701165,-10.691087883724023,-6.5651154986860005,-10.44655984062367,1267.80735642235,0.21482155539772727,0.36409570618090636,0.321361065890615,0.4237674863122506,0.5475422434072236,0.5059788032832383,0.33209578189342237,0.2919317577311983,0.46744519481829144,0.40983629819713,0.36809471549578004,0.3496825902773088,0.39664190943707245
dataset/raw_data/donateacry_corpus/belly_pain/ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533857965-1.7-m-26-bp.wav,belly_pain,-303.2865574283179,57.470529823111825,-3.897273339293519,-3.620089862553972,-22.77247397175733,2.993505060852447,-11.351923061362788,-14.612647193665032,-28.03319703467561,-2.3755766788274824,-10.980383064230455,5.6036497180233615,1.4248684883762448,1164.0769432126447,0.21223659690366972,0.1876885641661666,0.18656870558971383,0.23113791092667177,0.3213659468130301,0.34123467467481605,0.31865635663416997,0.35532865523245916,0.3982913013603115,0.5014764943959454,0.5115337014625574,0.35572818991579586,0.19298297473088663
dataset/raw_data/donateacry_corpus/belly_pain/d6cda191-4962-4308-9a36-46d5648a95ed-1431159272600-1.7-m-04-bp.wav,belly_pain,-197.4916219208,-28.514466320482924,-62.227492605262775,-15.014233199031084,-14.980997534374533,16.254420594789146,-28.146578519864,4.5471491717447945,-16.773092925578496,-11.457952333100064,1.6232516849957226,11.589241993358861,4.917680184103405,1769.1271601396575,0.4272232768691589,0.16343564371062655,0.21818618784782626,0.3189548186573759,0.45456790466125135,0.4827036215527876,0.38634552981418524,0.2111367281902376,0.19514915689275672,0.3026986915797677,0.2886671075686746,0.22882687046321437,0.23490995818765556
dataset/raw_data/donateacry_corpus/belly_pain/d6cda191-4962-4308-9a36-46d5648a95ed-1431700390946-1.7-m-04-bp.wav,belly_pain,-48.02418958682311,-67.31608060410974,-35.05551714527154,1.906296411931213,-26.182194379269944,15.687547393931327,-39.66345137387805,10.161189557687528,-8.019354956365245,-13.513211321499414,-5.0746368745057735,3.2686846914129193,-3.4079924607639946,2190.9107542044535,0.5503614193925234,0.26004236608523323,0.48719339667529177,0.6432006529770488,0.5974692650475864,0.5190495516982901,0.3751725768299015,0.22599171338073223,0.14871360051146007,0.1030397377600737,0.08563644613979776,0.05012785341437562,0.09083301385777695
